INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162010894,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,940,,2016-02-10 10:53:00,2016,2,Wednesday,10,Part One,GARFIELD AVE,42.24448261,-71.1189921,"(42.24448261, -71.11899210)"
I162028451,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,498,,2016-04-12 19:27:00,2016,4,Tuesday,19,Part Three,RAMSDELL AVE,42.27663542,-71.11897506,"(42.27663542, -71.11897506)"
I182044143,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,901,,2018-06-04 12:00:00,2018,6,Monday,12,Part Two,HORADAN WAY,42.33371742,-71.09665806,"(42.33371742, -71.09665806)"
I172096584,616,Larceny,LARCENY THEFT OF BICYCLE,D14,796,,2017-11-19 13:54:00,2017,11,Sunday,13,Part One,COMMONWEALTH AVE,42.35124218,-71.12616899,"(42.35124218, -71.12616899)"
I182027323,3501,Missing Person Reported,MISSING PERSON,C11,351,,2018-04-12 08:12:00,2018,4,Thursday,8,Part Three,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I152082327,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,329,,2015-10-03 21:32:00,2015,10,Saturday,21,Part Three,NORMANDY ST,42.30691811,-71.08218381,"(42.30691811, -71.08218381)"
I182036280,3301,Verbal Disputes,VERBAL DISPUTE,C11,334,,2018-05-13 09:19:00,2018,5,Sunday,9,Part Three,HOWE ST,42.31136188,-71.0644231,"(42.31136188, -71.06442310)"
I162008194,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,802,,2016-01-30 23:58:00,2016,1,Saturday,23,Part Three,CAMBRIDGE ST,42.35358174,-71.13733381,"(42.35358174, -71.13733381)"
I162008383,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,463,,2016-01-31 18:43:00,2016,1,Sunday,18,Part Three,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
I172060646,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,271,,2017-07-26 12:20:00,2017,7,Wednesday,12,Part One,E LENOX ST,42.33437384,-71.07793188,"(42.33437384, -71.07793188)"
I172080768,3201,Property Lost,PROPERTY - LOST,C11,362,,2017-09-20 21:00:00,2017,9,Wednesday,21,Part Three,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I162031144,560,Other Burglary,BURGLARY - OTHER - FORCE,B2,601,,2016-04-22 08:30:00,2016,4,Friday,8,Part One,SAINT ALPHONSUS ST,42.33364098,-71.1008891,"(42.33364098, -71.10088910)"
I152059872,3301,Verbal Disputes,VERBAL DISPUTE,A15,47,,2015-07-18 12:00:00,2015,7,Saturday,12,Part Three,SAINT MARTIN ST,42.38225034,-71.06840053,"(42.38225034, -71.06840053)"
I172076587,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,,2017-09-15 02:05:00,2017,9,Friday,2,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I172012547,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,782,,2017-02-15 19:52:00,2017,2,Wednesday,19,Part Three,POMEROY ST,42.35350933,-71.14153852,"(42.35350933, -71.14153852)"
I162048132,3115,Investigate Person,INVESTIGATE PERSON,D4,128,,2016-06-16 09:00:00,2016,6,Thursday,9,Part Three,STUART ST,42.34923356,-71.0732809,"(42.34923356, -71.07328090)"
I162008690,1402,Vandalism,VANDALISM,C11,337,,2016-02-01 16:30:00,2016,2,Monday,16,Part Two,DAVIDSON AVE,42.30633571,-71.07060386,"(42.30633571, -71.07060386)"
I172019772,3130,Search Warrants,SEARCH WARRANT,C11,351,,2017-03-13 12:38:00,2017,3,Monday,12,Part Three,ADAMS ST,42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
I182064368,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,712,,2018-08-12 19:00:00,2018,8,Sunday,19,Part One,FREEMAN AVE,42.26322593,-71.15678746,"(42.26322593, -71.15678746)"
I182023943,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,175,,2018-03-31 19:30:00,2018,3,Saturday,19,Part Two,ATKINSON ST,42.33189752,-71.06908191,"(42.33189752, -71.06908191)"
I172081805,3114,Investigate Property,INVESTIGATE PROPERTY,D4, ,,2017-09-30 10:00:00,2017,9,Saturday,10,Part Three,COLUMBUS AVE,,,"(0.00000000, 0.00000000)"
I172003754,2629,Harassment,HARASSMENT,B3,411,,2017-01-14 19:51:00,2017,1,Saturday,19,Part Two,STANDARD ST,42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
I172029653,3115,Investigate Person,INVESTIGATE PERSON,E18,524,,2017-04-16 11:37:00,2017,4,Sunday,11,Part Three,BADGER RD,42.24159827,-71.1252447,"(42.24159827, -71.12524470)"
I172026603,3114,Investigate Property,INVESTIGATE PROPERTY,A1,111,,2017-04-05 21:56:00,2017,4,Wednesday,21,Part Three,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I162081331,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C6, ,,2016-10-04 17:50:00,2016,10,Tuesday,17,Part Two,,,,"(0.00000000, 0.00000000)"
I172087819,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,362,,2017-10-20 22:19:00,2017,10,Friday,22,Part Two,ASPINWALL RD,42.29197155,-71.07174552,"(42.29197155, -71.07174552)"
I172093383,1402,Vandalism,VANDALISM,B2,289,,2017-11-08 08:00:00,2017,11,Wednesday,8,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I152090388,1402,Vandalism,VANDALISM,C11,340,,2015-10-31 19:44:00,2015,10,Saturday,19,Part Two,MOUNT IDA RD,42.30629091,-71.06512497,"(42.30629091, -71.06512497)"
I172044086,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,83,,2017-06-03 17:33:00,2017,6,Saturday,17,Part Three,HANOVER ST,42.36569936,-71.05289203,"(42.36569936, -71.05289203)"
I172000377,3501,Missing Person Reported,MISSING PERSON,B3,453,,2016-12-30 12:00:00,2016,12,Friday,12,Part Three,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I152094224,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,456,,2015-11-07 21:00:00,2015,11,Saturday,21,Part Three,GREENWOOD ST,42.30262129,-71.07918399,"(42.30262129, -71.07918399)"
I182020509,3410,Towed,TOWED MOTOR VEHICLE,B2,324,,2018-03-19 05:51:00,2018,3,Monday,5,Part Three,DEWEY ST,42.31684817,-71.07778336,"(42.31684817, -71.07778336)"
I152052115,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,138,,2015-06-24 00:30:00,2015,6,Wednesday,0,Part Three,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I182003987,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,495,,2018-01-15 18:10:00,2018,1,Monday,18,Part Three,WESTMINSTER ST,42.26400264,-71.11927878,"(42.26400264, -71.11927878)"
I172029299,3301,Verbal Disputes,VERBAL DISPUTE,C11,344,,2017-04-15 06:42:00,2017,4,Saturday,6,Part Three,CORONA ST,42.30146198,-71.0689596,"(42.30146198, -71.06895960)"
I172024269,1402,Vandalism,VANDALISM,C11,354,,2017-03-28 15:00:00,2017,3,Tuesday,15,Part Two,PARK ST,42.29969646,-71.05715558,"(42.29969646, -71.05715558)"
I172046329,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A15,427,,2017-06-11 02:55:00,2017,6,Sunday,2,Part Two,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)"
I182032520,2010,HOME INVASION,HOME INVASION,B2,320,,2018-05-01 00:01:00,2018,5,Tuesday,0,,MAPLE ST,42.30978746,-71.08503096,"(42.30978746, -71.08503096)"
I172061400,1107,Fraud,FRAUD - IMPERSONATION,C11,393,,2017-05-26 19:53:00,2017,5,Friday,19,Part Two,WRENTHAM ST,42.28832861,-71.05938355,"(42.28832861, -71.05938355)"
I162035602,617,Larceny,LARCENY THEFT FROM BUILDING,D4,130,,2016-05-07 18:09:00,2016,5,Saturday,18,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I152107353,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2015-12-29 21:01:00,2015,12,Tuesday,21,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I152103749,3410,Towed,TOWED MOTOR VEHICLE,C11,246,,2015-12-16 13:41:00,2015,12,Wednesday,13,Part Three,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I162044085,3111,License Violation,LICENSE PREMISE VIOLATION,C6,210,,2016-06-04 21:48:00,2016,6,Saturday,21,Part Three,D ST,42.34454105,-71.04416497,"(42.34454105, -71.04416497)"
I162052200,3001,Medical Assistance,DEATH INVESTIGATION,B2,181,,2016-07-01 12:19:00,2016,7,Friday,12,Part Three,DUDLEY ST,42.32435506,-71.07440305,"(42.32435506, -71.07440305)"
I152070744,3115,Investigate Person,INVESTIGATE PERSON,D4,137,,2015-08-26 12:43:00,2015,8,Wednesday,12,Part Three,NEWBURY ST,42.3494205,-71.083158,"(42.34942050, -71.08315800)"
I162016665,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,348,,2016-01-24 22:00:00,2016,1,Sunday,22,Part Three,DORCHESTER AVE,42.30671755,-71.05862903,"(42.30671755, -71.05862903)"
I172066009,3301,Verbal Disputes,VERBAL DISPUTE,B3,565,,2017-08-11 19:06:00,2017,8,Friday,19,Part Three,SANDPIPER LN,42.29190169,-71.09336352,"(42.29190169, -71.09336352)"
I162064959,3201,Property Lost,PROPERTY - LOST,E18,480,,2016-08-12 17:05:00,2016,8,Friday,17,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I152088258,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,509,,2015-10-24 02:00:00,2015,10,Saturday,2,Part One,WELD HILL ST,42.29876976,-71.11361184,"(42.29876976, -71.11361184)"
I182062783,3115,Investigate Person,INVESTIGATE PERSON,D4,156,,2018-08-07 18:17:00,2018,8,Tuesday,18,Part Three,MASSACHUSETTS AVE,42.33903373,-71.07997273,"(42.33903373, -71.07997273)"
I162042169,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4, ,,2016-05-29 18:25:00,2016,5,Sunday,18,Part Two,,,,"(0.00000000, 0.00000000)"
I172056808,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,,2017-07-13 21:36:00,2017,7,Thursday,21,Part Three,E EIGHTH ST,42.33129745,-71.04864886,"(42.33129745, -71.04864886)"
I162081990,2618,Explosives,EXPLOSIVES - POSSESSION OR USE,E18,533,,2016-10-06 20:44:00,2016,10,Thursday,20,Part Two,ALVARADO AVE,42.24637931,-71.13627572,"(42.24637931, -71.13627572)"
I182030823,3114,Investigate Property,INVESTIGATE PROPERTY,E13,906,,2018-04-25 00:28:00,2018,4,Wednesday,0,Part Three,HORAN WAY,42.32547536,-71.10253482,"(42.32547536, -71.10253482)"
I182053990,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4, ,,2018-07-09 17:35:00,2018,7,Monday,17,Part Two,E BROOKLINE ST,,,"(0.00000000, 0.00000000)"
I182016781,3301,Verbal Disputes,VERBAL DISPUTE,B2,297,,2018-03-04 20:49:00,2018,3,Sunday,20,Part Three,KENSINGTON PARK,42.32224255,-71.08277356,"(42.32224255, -71.08277356)"
I182056304,1402,Vandalism,VANDALISM,B3,943,,2018-07-16 22:00:00,2018,7,Monday,22,Part Two,MORTON ST,42.27801559,-71.07893504,"(42.27801559, -71.07893504)"
I182069575,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,349,,2018-08-30 09:31:00,2018,8,Thursday,9,Part Two,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)"
I172041966,3114,Investigate Property,INVESTIGATE PROPERTY,D14,812,,2017-05-27 16:34:00,2017,5,Saturday,16,Part Three,N HARVARD ST,42.36668653,-71.12529557,"(42.36668653, -71.12529557)"
I182036292,3501,Missing Person Reported,MISSING PERSON,B3,444,,2018-05-13 10:06:00,2018,5,Sunday,10,Part Three,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
I162001735,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,319,,2016-01-07 07:50:00,2016,1,Thursday,7,Part Three,BLUE HILL AVE,42.30557347,-71.08471265,"(42.30557347, -71.08471265)"
I162024064,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,2016-03-28 20:56:00,2016,3,Monday,20,Part Three,LIVERPOOL ST,42.37151469,-71.04146203,"(42.37151469, -71.04146203)"
I162044709,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,455,,2016-06-07 01:58:00,2016,6,Tuesday,1,Part Two,NORWELL ST,42.30027796,-71.07883962,"(42.30027796, -71.07883962)"
I182012177,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,780,,2018-02-15 15:40:00,2018,2,Thursday,15,Part Two,MARKET ST,42.35580706,-71.14932167,"(42.35580706, -71.14932167)"
I162027890,3410,Towed,TOWED MOTOR VEHICLE,B2, ,,2016-04-11 02:58:00,2016,4,Monday,2,Part Three,,,,"(0.00000000, 0.00000000)"
I182042103,3301,Verbal Disputes,VERBAL DISPUTE,B2,308,,2018-05-31 23:50:00,2018,5,Thursday,23,Part Three,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I182045532,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,199,,2018-06-11 11:00:00,2018,6,Monday,11,Part Three,B ST,42.34009911,-71.05476254,"(42.34009911, -71.05476254)"
I162097464,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,414,,2016-11-29 17:58:00,2016,11,Tuesday,17,Part Two,WASHINGTON ST,42.2760195,-71.06952614,"(42.27601950, -71.06952614)"
I172007954,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,161,,2017-01-29 15:05:00,2017,1,Sunday,15,Part Three,VILLAGE CT,42.34569316,-71.06857257,"(42.34569316, -71.06857257)"
I162051341,3201,Property Lost,PROPERTY - LOST,B3,476,,2016-06-27 17:50:00,2016,6,Monday,17,Part Three,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162032757,3125,Warrant Arrests,WARRANT ARREST,E13,582,,2016-04-27 18:00:00,2016,4,Wednesday,18,Part Three,CENTRE ST,42.32227033,-71.10889634,"(42.32227033, -71.10889634)"
I172052573,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,2017-06-30 07:17:00,2017,6,Friday,7,Part Three,BORDER ST,42.37957532,-71.04011349,"(42.37957532, -71.04011349)"
I162071261,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,78,,2016-09-01 16:00:00,2016,9,Thursday,16,Part Two,HAYMARKET SQ,42.36309564,-71.05815372,"(42.36309564, -71.05815372)"
I152057255,3115,Investigate Person,INVESTIGATE PERSON,B2,319,,2015-07-10 23:00:00,2015,7,Friday,23,Part Three,NAZING CT,42.3075244,-71.08720471,"(42.30752440, -71.08720471)"
I182011522,617,Larceny,LARCENY THEFT FROM BUILDING,C11,823,,2018-02-08 13:30:00,2018,2,Thursday,13,Part One,PLEASANT ST,42.31190475,-71.05910531,"(42.31190475, -71.05910531)"
I172062581,3125,Warrant Arrests,WARRANT ARREST,D4, ,,2017-08-01 14:30:00,2017,8,Tuesday,14,Part Three,ALBANY ST,,,"(0.00000000, 0.00000000)"
I172022104,724,Auto Theft,AUTO THEFT,B2,319,,2017-03-20 20:00:00,2017,3,Monday,20,Part One,SEAVER ST,42.30603974,-71.0862124,"(42.30603974, -71.08621240)"
I162022650,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,61,,2016-03-17 23:00:00,2016,3,Thursday,23,Part One,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)"
I162096700,3301,Verbal Disputes,VERBAL DISPUTE,C11,359,,2016-11-26 21:06:00,2016,11,Saturday,21,Part Three,PARK ST,42.29641938,-71.06864617,"(42.29641938, -71.06864617)"
I162099996,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,319,,2016-12-08 02:38:00,2016,12,Thursday,2,Part Two,BLUE HILL AVE,42.30557347,-71.08471265,"(42.30557347, -71.08471265)"
I172082831,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,193,,2017-10-04 18:10:00,2017,10,Wednesday,18,Part Two,COLUMBIA ROAD ROTARY,42.329318,-71.052626,"(42.32931800, -71.05262600)"
I162026738,3114,Investigate Property,INVESTIGATE PROPERTY,B3,459,,2016-04-06 23:30:00,2016,4,Wednesday,23,Part Three,HEWINS ST,42.30301051,-71.0818306,"(42.30301051, -71.08183060)"
I182038146,3115,Investigate Person,INVESTIGATE PERSON,B2,901,,2018-05-19 13:42:00,2018,5,Saturday,13,Part Three,MCGREEVEY WAY,42.33528037,-71.0987126,"(42.33528037, -71.09871260)"
I152083090,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E13,579,,2015-10-06 15:27:00,2015,10,Tuesday,15,Part Three,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
I162054762,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,109,,2016-07-09 23:06:00,2016,7,Saturday,23,Part Three,POST OFFICE SQ,42.35632205,-71.0556614,"(42.35632205, -71.05566140)"
I172058314,613,Larceny,LARCENY SHOPLIFTING,C11,247,,2017-07-18 18:28:00,2017,7,Tuesday,18,Part One,DORCHESTER AVE,42.31322413,-71.05715277,"(42.31322413, -71.05715277)"
I162052627,2647,Other,THREATS TO DO BODILY HARM,B2,267,,2016-07-02 21:21:00,2016,7,Saturday,21,Part Two,MOUNT PLEASANT AVE,42.3263576,-71.07886301,"(42.32635760, -71.07886301)"
I182048428,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,902,,2018-06-21 09:31:00,2018,6,Thursday,9,Part Three,MARGINAL ST,42.36728587,-71.04041697,"(42.36728587, -71.04041697)"
I172096408,617,Larceny,LARCENY THEFT FROM BUILDING,B2,327,,2017-11-18 19:53:00,2017,11,Saturday,19,Part One,WAYLAND ST,42.31368925,-71.0742708,"(42.31368925, -71.07427080)"
I172101545,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,281,,2017-12-01 08:00:00,2017,12,Friday,8,Part One,DUDLEY ST,42.32849143,-71.08121253,"(42.32849143, -71.08121253)"
I172024932,3410,Towed,TOWED MOTOR VEHICLE,A1,66,,2017-03-31 10:15:00,2017,3,Friday,10,Part Three,MYRTLE ST,42.35927419,-71.06815383,"(42.35927419, -71.06815383)"
I162063231,1402,Vandalism,VANDALISM,C11,345,,2016-08-06 20:03:00,2016,8,Saturday,20,Part Two,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I172028017,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,67,,2017-04-10 23:31:00,2017,4,Monday,23,Part Three,REVERE ST,42.35954321,-71.06749237,"(42.35954321, -71.06749237)"
I172045803,619,Larceny,LARCENY ALL OTHERS,A15,900,,2017-06-08 18:00:00,2017,6,Thursday,18,Part One,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
I172009943,351,Robbery,ROBBERY - BANK,A1,88,,2017-02-06 09:38:00,2017,2,Monday,9,Part One,HANOVER ST,42.36517725,-71.05311827,"(42.36517725, -71.05311827)"
I172031593,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,435,,2017-04-23 13:03:00,2017,4,Sunday,13,Part Three,TORREY ST,42.28696842,-71.07510066,"(42.28696842, -71.07510066)"
I162018321,3114,Investigate Property,INVESTIGATE PROPERTY,B3,459,,2016-03-08 18:06:00,2016,3,Tuesday,18,Part Three,ERIE ST,42.30272114,-71.07976167,"(42.30272114, -71.07976167)"
I162088848,3115,Investigate Person,INVESTIGATE PERSON,B3,430,,2016-10-30 12:30:00,2016,10,Sunday,12,Part Three,BLUE HILL AVE,42.28548568,-71.09090863,"(42.28548568, -71.09090863)"
I152057511,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,160,,2015-07-11 19:00:00,2015,7,Saturday,19,Part One,SHAWMUT AVE,42.34277705,-71.06952709,"(42.34277705, -71.06952709)"
I172002986,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,316,,2017-01-12 01:17:00,2017,1,Thursday,1,Part Three,WALNUT AVE,42.314744,-71.09376484,"(42.31474400, -71.09376484)"
I152067682,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,41,,2015-08-15 22:35:00,2015,8,Saturday,22,Part Three,VINE ST,42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
I152083209,1845,Drug Violation,DRUGS - POSS CLASS D,B2,319,,2015-10-06 19:41:00,2015,10,Tuesday,19,Part Two,BLUE HILL AVE,42.30557347,-71.08471265,"(42.30557347, -71.08471265)"
I172067681,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,C6,207,,2017-08-17 04:38:00,2017,8,Thursday,4,Part Two,DRY DOCK AVE,42.3447348,-71.02964543,"(42.34473480, -71.02964543)"
I182042132,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2018-06-01 05:55:00,2018,6,Friday,5,Part Three,BERKELEY ST,,,"(0.00000000, 0.00000000)"
I162048279,3115,Investigate Person,INVESTIGATE PERSON,A1,75,,2016-06-17 23:02:00,2016,6,Friday,23,Part Three,CAUSEWAY ST,42.3645957,-71.06278419,"(42.36459570, -71.06278419)"
I182043927,3114,Investigate Property,INVESTIGATE PROPERTY,A7,25,,2018-06-07 06:37:00,2018,6,Thursday,6,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)"
I152058031,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,254,,2015-07-14 00:46:00,2015,7,Tuesday,0,Part Two,DORCHESTER AVE,42.30854728,-71.05821219,"(42.30854728, -71.05821219)"
I152065861,616,Larceny,LARCENY THEFT OF BICYCLE,D4,619,,2015-08-09 15:27:00,2015,8,Sunday,15,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I182026831,1402,Vandalism,VANDALISM,B2,326,,2018-04-10 18:41:00,2018,4,Tuesday,18,Part Two,QUINCY ST,42.31332153,-71.07591511,"(42.31332153, -71.07591511)"
I162070511,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,434,,2016-08-29 12:00:00,2016,8,Monday,12,Part Three,CAPEN ST,42.28387658,-71.08099354,"(42.28387658, -71.08099354)"
I162065463,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2016-08-14 11:32:00,2016,8,Sunday,11,Part Three,PATTERSON WAY,42.33042505,-71.05237796,"(42.33042505, -71.05237796)"
I162079047,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,2016-09-27 09:13:00,2016,9,Tuesday,9,Part Three,MOUNT VERNON ST,42.35794496,-71.06914257,"(42.35794496, -71.06914257)"
I152102404,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,585,,2015-12-10 01:00:00,2015,12,Thursday,1,Part One,PARKER HILL AVE,42.32947458,-71.10442024,"(42.32947458, -71.10442024)"
I182002873,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,913,,2018-01-11 19:08:00,2018,1,Thursday,19,Part Two,WESTWIND RD,42.31878665,-71.04178884,"(42.31878665, -71.04178884)"
I162034790,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2016-05-05 07:00:00,2016,5,Thursday,7,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I152091783,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2015-11-05 07:51:00,2015,11,Thursday,7,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I162058081,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,220,,2016-07-18 08:00:00,2016,7,Monday,8,Part Two,E BROADWAY,42.33546813,-71.04489149,"(42.33546813, -71.04489149)"
I162090284,2204,Liquor Violation,LIQUOR LAW VIOLATION,A1,109,,2016-11-04 00:50:00,2016,11,Friday,0,Part Two,FRANKLIN ST,42.35706352,-71.05308003,"(42.35706352, -71.05308003)"
I152071306,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,801,,2015-08-28 07:26:00,2015,8,Friday,7,Part Two,FARRINGTON AVE,42.35429484,-71.13190433,"(42.35429484, -71.13190433)"
I172063732,3114,Investigate Property,INVESTIGATE PROPERTY,B3,465,,2017-08-04 17:39:41,2017,8,Friday,17,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162043736,3301,Verbal Disputes,VERBAL DISPUTE,C6,913,,2016-06-03 16:45:00,2016,6,Friday,16,Part Three,HARBOR POINT BLVD,42.31901454,-71.04377707,"(42.31901454, -71.04377707)"
I182034355,3301,Verbal Disputes,VERBAL DISPUTE,A7,2,,2018-05-06 21:20:00,2018,5,Sunday,21,Part Three,WALDEMAR AVE,42.39274002,-71.00479067,"(42.39274002, -71.00479067)"
I172105346,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,2017-12-21 16:43:00,2017,12,Thursday,16,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162018878,3410,Towed,TOWED MOTOR VEHICLE,D14,761,,2016-03-10 15:35:00,2016,3,Thursday,15,Part Three,WASHINGTON ST,42.34885012,-71.15982522,"(42.34885012, -71.15982522)"
I172094448,3001,Medical Assistance,DEATH INVESTIGATION,A7,21,,2017-11-11 18:48:00,2017,11,Saturday,18,Part Three,CHELSEA ST,42.37350195,-71.03458623,"(42.37350195, -71.03458623)"
I172009754,2612,Fire Related Reports,FIRE REPORT/ALARM - FALSE,E13,930,,2017-02-05 12:00:00,2017,2,Sunday,12,Part Two,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)"
I172002217,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,562,,2017-01-09 11:10:00,2017,1,Monday,11,Part Three,CUMMINS HWY,42.28621569,-71.1277758,"(42.28621569, -71.12777580)"
I172073488,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,271,,2017-09-01 10:30:00,2017,9,Friday,10,Part One,NORTHAMPTON ST,42.33491745,-71.07632286,"(42.33491745, -71.07632286)"
